No,HN1,HN2,L1,L2,L3,AVG
109,112,208,0.912181303,0.957507082,0.937677054,0.93578848
110,112,224,0.912181303,0.957507082,0.954674221,0.941454202
111,112,240,0.917847025,0.957507082,0.960339943,0.94523135
112,112,256,0.909348442,0.954674221,0.960339943,0.941454202
113,128,16,0.858356941,0.957507082,0.949008499,0.921624174
114,128,32,0.866855524,0.95184136,0.943342776,0.920679887
115,128,48,0.906515581,0.954674221,0.943342776,0.934844193
116,128,64,0.912181303,0.960339943,0.946175637,0.939565628
117,128,80,0.912181303,0.954674221,0.957507082,0.941454202
118,128,96,0.900849858,0.957507082,0.946175637,0.934844193
119,128,112,0.906515581,0.954674221,0.949008499,0.936732767
120,128,128,0.906515581,0.960339943,0.943342776,0.936732767
121,128,144,0.912181303,0.957507082,0.954674221,0.941454202
122,128,160,0.90368272,0.957507082,0.968838527,0.943342776
123,128,176,0.912181303,0.943342776,0.957507082,0.937677054
124,128,192,0.90368272,0.957507082,0.943342776,0.934844193
125,128,208,0.906515581,0.957507082,0.960339943,0.941454202
126,128,224,0.906515581,0.960339943,0.95184136,0.939565628
127,128,240,0.912181303,0.95184136,0.954674221,0.939565628
128,128,256,0.915014164,0.957507082,0.954674221,0.942398489
129,144,16,0.872521246,0.95184136,0.940509915,0.921624174
130,144,32,0.872521246,0.954674221,0.940509915,0.922568461
131,144,48,0.906515581,0.949008499,0.954674221,0.936732767
132,144,64,0.912181303,0.95184136,0.946175637,0.936732767
133,144,80,0.915014164,0.954674221,0.95184136,0.940509915
134,144,96,0.912181303,0.957507082,0.949008499,0.939565628
135,144,112,0.90368272,0.954674221,0.949008499,0.93578848
136,144,128,0.909348442,0.957507082,0.946175637,0.937677054
137,144,144,0.909348442,0.954674221,0.946175637,0.936732767
138,144,160,0.912181303,0.957507082,0.95184136,0.940509915
139,144,176,0.906515581,0.954674221,0.963172805,0.941454202
140,144,192,0.909348442,0.95184136,0.949008499,0.936732767
141,144,208,0.909348442,0.954674221,0.95184136,0.938621341
142,144,224,0.912181303,0.957507082,0.957507082,0.942398489
143,144,240,0.909348442,0.957507082,0.954674221,0.940509915
144,144,256,0.912181303,0.966005666,0.954674221,0.944287063
145,160,16,0.88101983,0.949008499,0.934844193,0.921624174
146,160,32,0.892351275,0.954674221,0.937677054,0.928234183
147,160,48,0.90368272,0.95184136,0.943342776,0.932955619
148,160,64,0.909348442,0.954674221,0.946175637,0.936732767
149,160,80,0.915014164,0.95184136,0.95184136,0.939565628
150,160,96,0.909348442,0.957507082,0.946175637,0.937677054
151,160,112,0.912181303,0.954674221,0.954674221,0.940509915
152,160,128,0.912181303,0.957507082,0.954674221,0.941454202
153,160,144,0.912181303,0.960339943,0.943342776,0.938621341
154,160,160,0.90368272,0.960339943,0.949008499,0.937677054
155,160,176,0.906515581,0.957507082,0.957507082,0.940509915
156,160,192,0.909348442,0.960339943,0.957507082,0.942398489
157,160,208,0.909348442,0.968838527,0.954674221,0.944287063
158,160,224,0.909348442,0.957507082,0.954674221,0.940509915
159,160,240,0.915014164,0.960339943,0.957507082,0.944287063
160,160,256,0.90368272,0.957507082,0.954674221,0.938621341
161,176,16,0.889518414,0.954674221,0.940509915,0.928234183
162,176,32,0.900849858,0.95184136,0.943342776,0.932011331
163,176,48,0.898016997,0.957507082,0.949008499,0.934844193
164,176,64,0.90368272,0.946175637,0.946175637,0.932011331
165,176,80,0.895184136,0.946175637,0.946175637,0.92917847
166,176,96,0.915014164,0.957507082,0.943342776,0.938621341
167,176,112,0.912181303,0.954674221,0.957507082,0.941454202
168,176,128,0.912181303,0.957507082,0.95184136,0.940509915
169,176,144,0.909348442,0.954674221,0.957507082,0.940509915
170,176,160,0.909348442,0.960339943,0.949008499,0.939565628
171,176,176,0.912181303,0.960339943,0.95184136,0.941454202
172,176,192,0.912181303,0.960339943,0.957507082,0.943342776
173,176,208,0.912181303,0.957507082,0.957507082,0.942398489
174,176,224,0.912181303,0.95184136,0.960339943,0.941454202
175,176,240,0.906515581,0.960339943,0.954674221,0.940509915
176,176,256,0.90368272,0.954674221,0.966005666,0.941454202
177,192,16,0.869688385,0.949008499,0.949008499,0.922568461
178,192,32,0.90368272,0.949008499,0.940509915,0.931067044
179,192,48,0.878186969,0.954674221,0.95184136,0.928234183
180,192,64,0.906515581,0.957507082,0.946175637,0.936732767
181,192,80,0.912181303,0.95184136,0.946175637,0.936732767
182,192,96,0.912181303,0.954674221,0.949008499,0.938621341
183,192,112,0.90368272,0.949008499,0.954674221,0.93578848
184,192,128,0.90368272,0.954674221,0.95184136,0.936732767
185,192,144,0.912181303,0.960339943,0.95184136,0.941454202
186,192,160,0.915014164,0.957507082,0.954674221,0.942398489
187,192,176,0.912181303,0.954674221,0.95184136,0.939565628
188,192,192,0.909348442,0.954674221,0.963172805,0.942398489
189,192,208,0.912181303,0.960339943,0.957507082,0.943342776
190,192,224,0.909348442,0.949008499,0.957507082,0.938621341
191,192,240,0.909348442,0.966005666,0.957507082,0.944287063
192,192,256,0.915014164,0.963172805,0.954674221,0.944287063
193,208,16,0.898016997,0.954674221,0.943342776,0.932011331
194,208,32,0.906515581,0.949008499,0.937677054,0.931067044
195,208,48,0.912181303,0.954674221,0.943342776,0.936732767
196,208,64,0.909348442,0.960339943,0.949008499,0.939565628
197,208,80,0.909348442,0.957507082,0.949008499,0.938621341
198,208,96,0.912181303,0.957507082,0.949008499,0.939565628
199,208,112,0.90368272,0.954674221,0.957507082,0.938621341
200,208,128,0.915014164,0.957507082,0.954674221,0.942398489
201,208,144,0.915014164,0.960339943,0.946175637,0.940509915
202,208,160,0.906515581,0.957507082,0.960339943,0.941454202
203,208,176,0.90368272,0.940509915,0.957507082,0.933899906
204,208,192,0.912181303,0.968838527,0.957507082,0.946175637
205,208,208,0.909348442,0.957507082,0.954674221,0.940509915
206,208,224,0.917847025,0.940509915,0.957507082,0.938621341
207,208,240,0.909348442,0.963172805,0.954674221,0.942398489
208,208,256,0.912181303,0.963172805,0.954674221,0.943342776
209,224,16,0.889518414,0.949008499,0.946175637,0.928234183
210,224,32,0.912181303,0.954674221,0.940509915,0.93578848
211,224,48,0.900849858,0.957507082,0.940509915,0.932955619
212,224,64,0.90368272,0.95184136,0.95184136,0.93578848
213,224,80,0.906515581,0.954674221,0.95184136,0.937677054
214,224,96,0.909348442,0.960339943,0.954674221,0.941454202
215,224,112,0.909348442,0.949008499,0.957507082,0.938621341
216,224,128,0.909348442,0.957507082,0.95184136,0.939565628
217,224,144,0.906515581,0.95184136,0.957507082,0.938621341
218,224,160,0.912181303,0.966005666,0.960339943,0.946175637
219,224,176,0.909348442,0.966005666,0.957507082,0.944287063
220,224,192,0.912181303,0.957507082,0.957507082,0.942398489
221,224,208,0.906515581,0.966005666,0.957507082,0.943342776
222,224,224,0.906515581,0.954674221,0.957507082,0.939565628
223,224,240,0.906515581,0.963172805,0.954674221,0.941454202
224,224,256,0.909348442,0.963172805,0.957507082,0.943342776
225,240,16,0.861189802,0.95184136,0.946175637,0.9197356
226,240,32,0.909348442,0.960339943,0.954674221,0.941454202
227,240,48,0.917847025,0.957507082,0.946175637,0.940509915
228,240,64,0.909348442,0.957507082,0.943342776,0.936732767
229,240,80,0.912181303,0.95184136,0.957507082,0.940509915
230,240,96,0.912181303,0.954674221,0.949008499,0.938621341
231,240,112,0.909348442,0.957507082,0.960339943,0.942398489
232,240,128,0.912181303,0.963172805,0.957507082,0.944287063
233,240,144,0.912181303,0.954674221,0.95184136,0.939565628
234,240,160,0.909348442,0.966005666,0.960339943,0.94523135
235,240,176,0.912181303,0.957507082,0.954674221,0.941454202
236,240,192,0.909348442,0.960339943,0.963172805,0.944287063
237,240,208,0.912181303,0.957507082,0.95184136,0.940509915
238,240,224,0.909348442,0.963172805,0.957507082,0.943342776
239,240,240,0.909348442,0.966005666,0.960339943,0.94523135
240,240,256,0.912181303,0.960339943,0.960339943,0.944287063
241,256,16,0.898016997,0.95184136,0.940509915,0.930122757
242,256,32,0.915014164,0.95184136,0.95184136,0.939565628
243,256,48,0.90368272,0.954674221,0.954674221,0.937677054
244,256,64,0.912181303,0.957507082,0.949008499,0.939565628
245,256,80,0.909348442,0.963172805,0.954674221,0.942398489
246,256,96,0.917847025,0.937677054,0.954674221,0.936732767
247,256,112,0.909348442,0.960339943,0.957507082,0.942398489
248,256,128,0.906515581,0.946175637,0.954674221,0.93578848
249,256,144,0.912181303,0.95184136,0.957507082,0.940509915
250,256,160,0.912181303,0.963172805,0.954674221,0.943342776
251,256,176,0.912181303,0.960339943,0.957507082,0.943342776
252,256,192,0.906515581,0.963172805,0.957507082,0.942398489
253,256,208,0.915014164,0.963172805,0.957507082,0.94523135
254,256,224,0.909348442,0.968838527,0.954674221,0.944287063
255,256,240,0.912181303,0.963172805,0.954674221,0.943342776
256,256,256,0.917847025,0.966005666,0.954674221,0.946175637
