No,HN1,HN2,L1,L2,L3,AVG
255,256,240,0.820058997,0.755162242,0.91740413,0.830875123
126,128,224,0.949852507,0.651917404,0.887905605,0.829891839
117,128,80,0.684365782,0.96460177,0.840707965,0.829891839
184,192,128,0.716814159,0.825958702,0.946902655,0.829891839
21,32,80,0.817109145,0.728613569,0.938053097,0.82792527
148,160,64,0.828908555,0.955752212,0.678466077,0.821042281
10,16,160,0.802359882,0.890855457,0.769911504,0.821042281
215,224,112,0.749262537,0.949852507,0.743362832,0.814159292
14,16,224,0.884955752,0.979351032,0.578171091,0.814159292
251,256,176,0.678466077,0.943952802,0.817109145,0.813176008
237,240,208,0.843657817,0.752212389,0.843657817,0.813176008
121,128,144,0.530973451,0.943952802,0.935103245,0.803343166
234,240,160,0.873156342,0.569321534,0.958702065,0.800393314
199,208,112,0.828908555,0.967551622,0.592920354,0.796460177
203,208,176,0.610619469,0.955752212,0.787610619,0.784660767
188,192,192,0.973451327,0.477876106,0.87020649,0.773844641
136,144,128,0.896755162,0.802359882,0.619469027,0.772861357
238,240,224,0.949852507,0.522123894,0.820058997,0.764011799
206,208,224,0.595870206,0.879056047,0.81120944,0.762045231
99,112,48,0.412979351,0.935103245,0.926253687,0.758112094
239,240,240,0.843657817,0.418879056,0.83480826,0.699115044
169,176,144,0.684365782,0.466076696,0.852507375,0.667649951
