Time,Label,MQ2_1,MQ4_1,MQ6_1,MQ9_1,MQ135_1,MQ136_1,MQ137_1,MQ138_1
31366,4,0.517665727,0.149450845,1.031145697,0.178916684,0.174138681,0.137763978,0.152017889,0.290205428
31367,4,0.517665727,0.149450845,1.032607571,0.179060764,0.174138681,0.137763978,0.152017889,0.290499144
31368,4,0.517665727,0.149298138,1.032607571,0.178772912,0.173975059,0.137613457,0.151857323,0.289618777
31369,4,0.517665727,0.148993486,1.031145697,0.178485523,0.173648354,0.137463199,0.151536914,0.289032905
31370,4,0.514303725,0.148993486,1.031145697,0.17834206,0.173485349,0.137313204,0.151536914,0.289325841
31371,4,0.514303725,0.148993486,1.031145697,0.17834206,0.173485349,0.137313204,0.151536914,0.289325841
31372,4,0.517665727,0.149145703,1.031145697,0.178485523,0.173648354,0.137613457,0.151857323,0.289912492
31373,4,0.517665727,0.148993486,1.031145697,0.17834206,0.173485349,0.137463199,0.151536914,0.289325841
31374,4,0.514303725,0.148993486,1.031145697,0.17834206,0.173485349,0.137463199,0.151696964,0.289325841
31375,4,0.517665727,0.149145703,1.031145697,0.178485523,0.173485349,0.137613457,0.151696964,0.289325841
31376,4,0.517665727,0.149145703,1.031145697,0.17834206,0.173485349,0.137463199,0.151696964,0.289618777
31377,4,0.517665727,0.149145703,1.031145697,0.17834206,0.173485349,0.137463199,0.151696964,0.289618777
31378,4,0.517665727,0.149145703,1.031145697,0.17834206,0.173648354,0.137463199,0.151696964,0.289618777
31379,4,0.517665727,0.149145703,1.031145697,0.178485523,0.173648354,0.137613457,0.151696964,0.289618777
31380,4,0.517665727,0.149145703,1.031145697,0.17834206,0.173485349,0.137463199,0.151696964,0.289032905
31381,4,0.517665727,0.149145703,1.032607571,0.178485523,0.173485349,0.137463199,0.151696964,0.289325841
31382,4,0.517665727,0.149145703,1.031145697,0.17834206,0.173485349,0.137463199,0.151696964,0.289325841
31383,4,0.517665727,0.148993486,1.032607571,0.178485523,0.173485349,0.137463199,0.151696964,0.289325841
31384,4,0.517665727,0.148993486,1.032607571,0.17834206,0.173485349,0.137463199,0.151696964,0.289325841
31385,4,0.517665727,0.148993486,1.032607571,0.17834206,0.173485349,0.137463199,0.151696964,0.289325841
31386,4,0.517665727,0.148993486,1.032607571,0.17834206,0.173485349,0.137463199,0.151536914,0.288739969
31387,4,0.517665727,0.148993486,1.032607571,0.17834206,0.173485349,0.137463199,0.151696964,0.289325841
31388,4,0.517665727,0.148993486,1.032607571,0.17834206,0.173485349,0.137313204,0.151536914,0.289325841
31389,4,0.517665727,0.148993486,1.032607571,0.17834206,0.173485349,0.137313204,0.151536914,0.289325841
31390,4,0.517665727,0.148993486,1.032607571,0.17834206,0.173322574,0.137313204,0.151536914,0.289325841
31391,4,0.517665727,0.149145703,1.032607571,0.17834206,0.173485349,0.137463199,0.151696964,0.289618777
