ID,Label,MQ2_1,MQ4_1,MQ6_1,MQ9_1,MQ135_1,MQ136_1,MQ137_1,MQ138_1,MQ2_2,MQ4_2,MQ6_2,MQ9_2,MQ135_2,MQ136_2,MQ137_2,MQ138_2,MQ2_3,MQ4_3,MQ6_3,MQ9_3,MQ135_3,MQ136_3,MQ137_3,MQ138_3,Temperature,Humidity
S100-84,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.700112125,0.055183959,0.81361007,1.432085264,0.246978864,4.786038471,1.584124202,2.343677431,0.548427949,1.176071311,0.239842762,0.365208098,0.298309089,0.107981355,0.205428206,0.344738977,0.215228729,0.060560624,25,59.7
S100-85,S100,0.947311845,0.648955199,0.174943649,0.22659293,0.593660171,0.739742613,0.703016591,0.055229749,0.81361007,1.432085264,0.247410079,4.665446903,1.570263122,2.313911165,0.548427949,1.183952417,0.239842762,0.364347361,0.298309089,0.108207102,0.205742634,0.343963384,0.214889318,0.060611906,25,59.7
S100-86,S100,0.947311845,0.648955199,0.174703717,0.22659293,0.595785734,0.739742613,0.703016591,0.055229749,0.81361007,1.432085264,0.246978864,4.665446903,1.584124202,2.37420695,0.546607898,1.183952417,0.239842762,0.365208098,0.298309089,0.108207102,0.20324978,0.344738977,0.215228729,0.060611906,25,59.7
S100-87,S100,0.947311845,0.648955199,0.174703717,0.22659293,0.593660171,0.739742613,0.703016591,0.055275613,0.809775712,1.432085264,0.247410079,4.665446903,1.598226381,2.343677431,0.546607898,1.183952417,0.239842762,0.365208098,0.298910066,0.108094153,0.20324978,0.344738977,0.214889318,0.060560624,25,59.7
S100-88,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.700112125,0.055229749,0.809775712,1.420692167,0.246548928,4.665446903,1.584124202,2.343677431,0.548427949,1.168291189,0.239842762,0.364347361,0.298309089,0.107981355,0.19960475,0.343963384,0.214889318,0.060560624,25,59.7
S100-89,S100,0.947311845,0.648955199,0.174943649,0.22659293,0.593660171,0.739742613,0.703016591,0.055275613,0.81361007,1.420692167,0.247410079,4.550737861,1.584124202,2.405529443,0.548427949,1.176071311,0.240252606,0.36607256,0.298309089,0.108094153,0.203558565,0.344738977,0.215228729,0.060663226,25,59.7
S100-90,S100,0.947311845,0.648955199,0.174943649,0.22659293,0.593660171,0.739742613,0.700112125,0.055275613,0.81361007,1.420692167,0.246978864,4.665446903,1.584124202,2.313911165,0.546607898,1.176071311,0.239842762,0.365208098,0.298309089,0.107981355,0.201110033,0.343963384,0.215228729,0.060611906,25,59.6
S100-91,S100,0.947311845,0.651470138,0.174943649,0.22659293,0.593660171,0.739742613,0.703016591,0.055321515,0.809775712,1.432085264,0.246548928,4.665446903,1.584124202,2.343677431,0.550259362,1.183952417,0.239842762,0.36607256,0.298309089,0.107981355,0.202328054,0.343963384,0.215228729,0.060663226,25,59.6
S100-92,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.700112125,0.055275613,0.809775712,1.420692167,0.246978864,4.786038471,1.570263122,2.343677431,0.546607898,1.183952417,0.239842762,0.364347361,0.298309089,0.107981355,0.201110033,0.343963384,0.215228729,0.060611906,25,59.6
S100-93,S100,0.947311845,0.648955199,0.174943649,0.22659293,0.593660171,0.739742613,0.703016591,0.055321515,0.81361007,1.420692167,0.246548928,4.665446903,1.584124202,2.37420695,0.550259362,1.183952417,0.239434121,0.365208098,0.297710294,0.107981355,0.202022392,0.343963384,0.215228729,0.060611906,25,59.6
S100-94,S100,0.947311845,0.648955199,0.174943649,0.22659293,0.593660171,0.739742613,0.703016591,0.055321515,0.81361007,1.420692167,0.246978864,4.665446903,1.612575941,2.343677431,0.548427949,1.183952417,0.240252606,0.365208098,0.298910066,0.107868744,0.201413363,0.345517693,0.215228729,0.060663226,25,59.7
S100-95,S100,0.947311845,0.651470138,0.174943649,0.22659293,0.593660171,0.739742613,0.703016591,0.055321515,0.809775712,1.409474326,0.246978864,4.665446903,1.598226381,2.313911165,0.546607898,1.183952417,0.240252606,0.365208098,0.298309089,0.107981355,0.201110033,0.344738977,0.215228729,0.060663226,25,59.7
S100-96,S100,0.952495721,0.648955199,0.174943649,0.22659293,0.593660171,0.739742613,0.703016591,0.055321515,0.81361007,1.409474326,0.246978864,4.665446903,1.598226381,2.37420695,0.548427949,1.176071311,0.239842762,0.365208098,0.298309089,0.107868744,0.201413363,0.345517693,0.215228729,0.060714621,25,59.7
S100-97,S100,0.947311845,0.648955199,0.174943649,0.22659293,0.593660171,0.739742613,0.703016591,0.055321515,0.809775712,1.420692167,0.247410079,4.665446903,1.584124202,2.343677431,0.550259362,1.176071311,0.239434121,0.365208098,0.297710294,0.107981355,0.201717482,0.344738977,0.215569043,0.060663226,25,59.7
S100-98,S100,0.947311845,0.651470138,0.174943649,0.22659293,0.593660171,0.739742613,0.703016591,0.055321515,0.809775712,1.432085264,0.246978864,4.665446903,1.584124202,2.343677431,0.546607898,1.176071311,0.239842762,0.365208098,0.297710294,0.107868744,0.200807457,0.345517693,0.215228729,0.060560624,25,59.9
S100-99,S100,0.952495721,0.651470138,0.174943649,0.226964548,0.595785734,0.739742613,0.703016591,0.055321515,0.81361007,1.420692167,0.246978864,4.665446903,1.584124202,2.313911165,0.548427949,1.176071311,0.239434121,0.365208098,0.298309089,0.107981355,0.200204598,0.344738977,0.214889318,0.060663226,25,59.9
S090-0,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.429450274,0.575635542,0.522280369,0.039378671,0.682575845,1.193710215,0.195515784,3.213557025,1.406207956,1.898051648,0.380160808,0.769263168,0.279217954,0.256969688,0.211571024,0.088695972,0.142351068,0.279217954,0.145348968,0.042410829,25.4,57.2
S090-1,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.429450274,0.575635542,0.522280369,0.039345423,0.682575845,1.170053514,0.195515784,3.213557025,1.406207956,1.928570079,0.381496692,0.759150127,0.279217954,0.256969688,0.212025228,0.088800393,0.142351068,0.279970013,0.145584044,0.042410829,25.4,57.2
S090-2,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.429450274,0.575635542,0.522280369,0.039345423,0.682575845,1.181765914,0.195515784,3.213557025,1.423041096,1.928570079,0.381496692,0.769263168,0.279217954,0.256969688,0.211571024,0.088695972,0.142577899,0.278469611,0.145584044,0.04244735,25.4,57.2
S090-3,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.678534798,1.193710215,0.195515784,3.301075061,1.406207956,1.868472239,0.380160808,0.764174223,0.278469611,0.256969688,0.212025228,0.088591724,0.142351068,0.278469611,0.145584044,0.042410829,25.4,57.2
S090-4,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.678534798,1.193710215,0.195910259,3.301075061,1.406207956,1.960072987,0.380160808,0.764174223,0.279217954,0.256969688,0.211571024,0.088695972,0.141674193,0.277724935,0.145348968,0.042410829,25.4,57.2
S090-5,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.039378671,0.682575845,1.193710215,0.195515784,3.213557025,1.423041096,1.928570079,0.380160808,0.764174223,0.278469611,0.256969688,0.211571024,0.088695972,0.14280537,0.279217954,0.145584044,0.042410829,25.4,57.2
S090-6,S090,0.886874003,0.508075436,0.13902071,0.16042805,0.427780924,0.575635542,0.522280369,0.0393122,0.678534798,1.181765914,0.195515784,3.301075061,1.423041096,1.992608779,0.380160808,0.764174223,0.279217954,0.256969688,0.211571024,0.088591724,0.142351068,0.278469611,0.145348968,0.042337885,25.4,57.3
S090-7,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.682575845,1.170053514,0.195515784,3.213557025,1.423041096,1.898051648,0.381496692,0.769263168,0.279217954,0.257615506,0.212025228,0.088695972,0.14280537,0.278469611,0.145348968,0.042410829,25.4,57.3
S090-8,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.678534798,1.193710215,0.195910259,3.301075061,1.38976176,1.960072987,0.37883371,0.764174223,0.278469611,0.256969688,0.212025228,0.088695972,0.14280537,0.277724935,0.145114557,0.042410829,25.4,57.4
S090-9,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.678534798,1.181765914,0.195515784,3.213557025,1.406207956,1.960072987,0.37883371,0.764174223,0.278469611,0.256969688,0.211118568,0.088695972,0.14280537,0.278469611,0.145114557,0.042337885,25.4,57.4
S090-10,S090,0.886874003,0.505779366,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.678534798,1.181765914,0.195122687,3.301075061,1.406207956,1.928570079,0.380160808,0.769263168,0.279217954,0.256326799,0.211571024,0.088591724,0.14280537,0.276983926,0.145114557,0.042337885,25.4,57.4
S090-11,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.193710215,0.195122687,3.213557025,1.406207956,1.898051648,0.37883371,0.759150127,0.278469611,0.256969688,0.211571024,0.088591724,0.141899203,0.277724935,0.145114557,0.042374332,25.4,57.4
S090-12,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.678534798,1.181765914,0.195515784,3.213557025,1.406207956,1.928570079,0.380160808,0.764174223,0.278469611,0.256969688,0.211571024,0.088695972,0.14122597,0.278469611,0.145114557,0.042374332,25.4,57.3
S090-13,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.678534798,1.181765914,0.195515784,3.213557025,1.423041096,1.928570079,0.380160808,0.769263168,0.278469611,0.257615506,0.211571024,0.088695972,0.143033456,0.278469611,0.145348968,0.042410829,25.4,57.3
S090-14,S090,0.886874003,0.508075436,0.13902071,0.16042805,0.427780924,0.575635542,0.522280369,0.039279001,0.678534798,1.193710215,0.195122687,3.301075061,1.423041096,1.928570079,0.380160808,0.764174223,0.278469611,0.256969688,0.211571024,0.088591724,0.14280537,0.277724935,0.145114557,0.042337885,25.4,57.3
S090-15,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.181765914,0.195515784,3.213557025,1.423041096,1.960072987,0.380160808,0.764174223,0.279217954,0.256969688,0.211571024,0.088800393,0.14280537,0.278469611,0.145114557,0.042337885,25.4,57.3
S090-16,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.039279001,0.678534798,1.181765914,0.195515784,3.301075061,1.423041096,1.928570079,0.380160808,0.764174223,0.279217954,0.257615506,0.212025228,0.088591724,0.143033456,0.278469611,0.144880762,0.042337885,25.4,57.3
S090-17,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.193710215,0.195515784,3.39345521,1.423041096,1.898051648,0.37883371,0.764174223,0.279217954,0.256969688,0.211571024,0.088695972,0.143033456,0.278469611,0.145114557,0.042374332,25.4,57.3
S090-18,S090,0.880171918,0.505779366,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039279001,0.678534798,1.181765914,0.195515784,3.301075061,1.406207956,1.928570079,0.37883371,0.764174223,0.278469611,0.256969688,0.211571024,0.088591724,0.142351068,0.277724935,0.144880762,0.042337885,25.4,57.4
S090-19,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.678534798,1.193710215,0.195515784,3.213557025,1.423041096,1.928570079,0.37883371,0.764174223,0.279217954,0.257615506,0.211571024,0.088591724,0.143033456,0.277724935,0.145348968,0.042337885,25.4,57.4
S090-20,S090,0.880171918,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.678534798,1.181765914,0.195515784,3.301075061,1.423041096,1.928570079,0.37883371,0.769263168,0.279217954,0.256969688,0.211571024,0.088800393,0.142577899,0.278469611,0.145114557,0.042337885,25.4,57.3
S090-21,S090,0.880171918,0.508075436,0.13902071,0.160986231,0.427780924,0.578577922,0.522280369,0.0393122,0.682575845,1.170053514,0.195515784,3.301075061,1.423041096,1.928570079,0.380160808,0.764174223,0.278469611,0.256969688,0.211571024,0.088695972,0.142351068,0.277724935,0.145114557,0.042374332,25.4,57.3
S090-22,S090,0.886874003,0.505779366,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039279001,0.682575845,1.181765914,0.195515784,3.301075061,1.423041096,1.928570079,0.380160808,0.764174223,0.278469611,0.256969688,0.211571024,0.088695972,0.142124828,0.277724935,0.144647631,0.042301486,25.4,57.3
S090-23,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.682575845,1.181765914,0.195515784,3.301075061,1.423041096,1.928570079,0.380160808,0.764174223,0.278469611,0.256969688,0.212025228,0.088695972,0.142124828,0.278469611,0.145114557,0.042374332,25.4,57.3
S090-24,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.427780924,0.578577922,0.522280369,0.039345423,0.682575845,1.181765914,0.195910259,3.39345521,1.406207956,1.928570079,0.380160808,0.769263168,0.279217954,0.257615506,0.211571024,0.088800393,0.143491499,0.278469611,0.144880762,0.042410829,25.4,57.2
S090-25,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.429450274,0.578577922,0.522280369,0.039378671,0.682575845,1.181765914,0.195515784,3.301075061,1.423041096,1.898051648,0.381496692,0.759150127,0.279217954,0.257615506,0.211571024,0.088591724,0.143262157,0.278469611,0.145114557,0.042410829,25.4,57.2
S090-26,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.181765914,0.195515784,3.301075061,1.423041096,1.960072987,0.380160808,0.764174223,0.278469611,0.256969688,0.211571024,0.088591724,0.143033456,0.278469611,0.144880762,0.042374332,25.4,57.3
S090-27,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.193710215,0.195122687,3.213557025,1.406207956,1.898051648,0.380160808,0.764174223,0.278469611,0.256969688,0.211571024,0.088695972,0.143033456,0.277724935,0.145114557,0.042410829,25.4,57.3
S090-28,S090,0.886874003,0.508075436,0.13902071,0.160986231,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.181765914,0.195910259,3.301075061,1.406207956,1.928570079,0.380160808,0.759150127,0.277724935,0.256326799,0.212025228,0.088695972,0.143721455,0.277724935,0.144880762,0.042337885,25.4,57.3
S090-29,S090,0.880171918,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.193710215,0.195515784,3.301075061,1.423041096,1.928570079,0.381496692,0.764174223,0.279217954,0.256969688,0.211571024,0.088695972,0.143491499,0.277724935,0.144647631,0.042374332,25.4,57.3
S090-30,S090,0.886874003,0.508075436,0.138803403,0.16070671,0.427780924,0.575635542,0.522280369,0.039279001,0.682575845,1.193710215,0.195515784,3.301075061,1.423041096,1.928570079,0.37883371,0.769263168,0.278469611,0.256969688,0.211571024,0.088591724,0.143262157,0.277724935,0.144647631,0.042337885,25.4,57.3
S090-31,S090,0.886874003,0.508075436,0.13902071,0.160986231,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.193710215,0.195910259,3.213557025,1.406207956,1.928570079,0.380160808,0.769263168,0.279217954,0.256969688,0.211571024,0.088591724,0.143262157,0.277724935,0.144647631,0.042410829,25.4,57.3
S090-32,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039279001,0.682575845,1.181765914,0.195515784,3.301075061,1.406207956,1.898051648,0.380160808,0.759150127,0.278469611,0.257615506,0.211571024,0.088591724,0.14280537,0.278469611,0.144415139,0.042374332,25.4,57.2
S090-33,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.678534798,1.193710215,0.195910259,3.301075061,1.423041096,1.928570079,0.380160808,0.764174223,0.279217954,0.257615506,0.211571024,0.088800393,0.143033456,0.278469611,0.144880762,0.042410829,25.4,57.2
S090-34,S090,0.880171918,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039279001,0.678534798,1.181765914,0.195122687,3.301075061,1.423041096,1.928570079,0.381496692,0.764174223,0.278469611,0.256969688,0.211571024,0.088487672,0.143033456,0.277724935,0.144647631,0.042337885,25.4,57.1
S090-35,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039279001,0.682575845,1.193710215,0.195515784,3.301075061,1.423041096,1.960072987,0.380160808,0.769263168,0.279970013,0.257615506,0.211571024,0.088695972,0.143721455,0.277724935,0.144880762,0.042301486,25.4,57.1
S090-36,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039279001,0.682575845,1.181765914,0.195910259,3.301075061,1.406207956,1.898051648,0.37883371,0.764174223,0.279217954,0.256969688,0.211571024,0.088591724,0.143491499,0.278469611,0.144647631,0.042410829,25.4,57
S090-37,S090,0.886874003,0.508075436,0.13902071,0.160986231,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.193710215,0.195515784,3.213557025,1.406207956,1.928570079,0.380160808,0.764174223,0.279217954,0.256969688,0.211118568,0.088591724,0.14280537,0.277724935,0.144415139,0.042410829,25.4,57
S090-38,S090,0.880171918,0.508075436,0.138803403,0.16070671,0.427780924,0.575635542,0.51986051,0.039279001,0.678534798,1.193710215,0.195515784,3.301075061,1.44027506,1.928570079,0.380160808,0.769263168,0.278469611,0.256326799,0.211571024,0.088487672,0.143491499,0.277724935,0.144415139,0.042337885,25.4,56.9
S090-39,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.682575845,1.193710215,0.195910259,3.301075061,1.406207956,1.992608779,0.37883371,0.764174223,0.278469611,0.257615506,0.211571024,0.088591724,0.143262157,0.276246534,0.144183288,0.042410829,25.4,56.9
S090-40,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.181765914,0.195515784,3.213557025,1.423041096,1.928570079,0.37883371,0.769263168,0.278469611,0.256969688,0.211571024,0.088591724,0.142577899,0.277724935,0.144183288,0.042374332,25.4,57.1
S090-41,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.678534798,1.170053514,0.195515784,3.213557025,1.406207956,1.898051648,0.37883371,0.764174223,0.278469611,0.256969688,0.211571024,0.088487672,0.143033456,0.277724935,0.144647631,0.042374332,25.4,57.1
S090-42,S090,0.880171918,0.505779366,0.13902071,0.16042805,0.427780924,0.575635542,0.522280369,0.039279001,0.674539648,1.181765914,0.195122687,3.213557025,1.423041096,1.928570079,0.37883371,0.759150127,0.279217954,0.256969688,0.211571024,0.088487672,0.143033456,0.276983926,0.144647631,0.042337885,25.4,57.1
S090-43,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.682575845,1.193710215,0.195515784,3.301075061,1.423041096,1.960072987,0.380160808,0.764174223,0.278469611,0.257615506,0.212025228,0.088487672,0.143721455,0.277724935,0.144880762,0.042337885,25.4,57.1
S090-44,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.193710215,0.195515784,3.301075061,1.406207956,1.928570079,0.37883371,0.764174223,0.279217954,0.256326799,0.211571024,0.088487672,0.143952052,0.277724935,0.145114557,0.042410829,25.4,57.1
S090-45,S090,0.886874003,0.508075436,0.13902071,0.160986231,0.427780924,0.575635542,0.522280369,0.039378671,0.682575845,1.181765914,0.195122687,3.213557025,1.423041096,1.868472239,0.37883371,0.769263168,0.278469611,0.256969688,0.211571024,0.088591724,0.143952052,0.277724935,0.144880762,0.042374332,25.4,57.1
S090-46,S090,0.880171918,0.505779366,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.678534798,1.181765914,0.195122687,3.39345521,1.423041096,1.928570079,0.380160808,0.764174223,0.278469611,0.256326799,0.211571024,0.088487672,0.143952052,0.277724935,0.145114557,0.042337885,25.4,57.1
S090-47,S090,0.880171918,0.508075436,0.13902071,0.160986231,0.427780924,0.575635542,0.522280369,0.039378671,0.682575845,1.193710215,0.195515784,3.213557025,1.406207956,1.928570079,0.380160808,0.769263168,0.278469611,0.255686864,0.212025228,0.088591724,0.144183288,0.278469611,0.145348968,0.04244735,25.4,57.1
S090-48,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.427780924,0.575635542,0.522280369,0.039378671,0.682575845,1.181765914,0.195515784,3.301075061,1.423041096,1.960072987,0.381496692,0.764174223,0.278469611,0.256969688,0.212025228,0.088695972,0.143721455,0.278469611,0.145348968,0.042410829,25.4,57.1
S090-49,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.682575845,1.181765914,0.195910259,3.213557025,1.423041096,1.960072987,0.380160808,0.759150127,0.279217954,0.256969688,0.211571024,0.088591724,0.143721455,0.277724935,0.144880762,0.042410829,25.4,57.1
S090-50,S090,0.880171918,0.505779366,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.181765914,0.195515784,3.301075061,1.406207956,1.928570079,0.380160808,0.764174223,0.278469611,0.256326799,0.211571024,0.088591724,0.143721455,0.276983926,0.144647631,0.042337885,25.4,57
S090-51,S090,0.880171918,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.678534798,1.193710215,0.195515784,3.39345521,1.423041096,1.928570079,0.37883371,0.769263168,0.279970013,0.256969688,0.212025228,0.088695972,0.143952052,0.278469611,0.144880762,0.042374332,25.4,57
S090-52,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.682575845,1.193710215,0.195122687,3.39345521,1.423041096,1.960072987,0.380160808,0.769263168,0.279217954,0.257615506,0.211571024,0.088591724,0.143721455,0.277724935,0.144647631,0.042410829,25.4,56.9
S090-53,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.427780924,0.575635542,0.522280369,0.039378671,0.682575845,1.170053514,0.195122687,3.39345521,1.423041096,1.960072987,0.380160808,0.764174223,0.278469611,0.256969688,0.212025228,0.088591724,0.143721455,0.276983926,0.144647631,0.042374332,25.4,56.9
S090-54,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.427780924,0.575635542,0.522280369,0.039378671,0.678534798,1.193710215,0.195515784,3.301075061,1.423041096,1.928570079,0.381496692,0.764174223,0.279217954,0.256969688,0.211571024,0.088695972,0.143262157,0.277724935,0.144647631,0.042410829,25.4,56.9
S090-55,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.427780924,0.575635542,0.522280369,0.039378671,0.682575845,1.193710215,0.195910259,3.301075061,1.406207956,1.898051648,0.37883371,0.769263168,0.279970013,0.256969688,0.211571024,0.088591724,0.143033456,0.277724935,0.144647631,0.042374332,25.4,56.9
S090-56,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.427780924,0.575635542,0.522280369,0.039378671,0.678534798,1.170053514,0.195515784,3.301075061,1.423041096,1.928570079,0.381496692,0.769263168,0.278469611,0.257615506,0.211571024,0.088591724,0.14280537,0.276983926,0.144647631,0.042374332,25.4,56.8
S090-57,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.427780924,0.575635542,0.522280369,0.039378671,0.682575845,1.170053514,0.195515784,3.213557025,1.406207956,1.928570079,0.381496692,0.764174223,0.279217954,0.256326799,0.212025228,0.088695972,0.14280537,0.276983926,0.144647631,0.042374332,25.4,56.8
S090-58,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.682575845,1.181765914,0.195515784,3.301075061,1.423041096,1.898051648,0.380160808,0.764174223,0.278469611,0.256969688,0.211571024,0.088487672,0.14280537,0.277724935,0.144880762,0.042374332,25.4,56.8
S090-59,S090,0.886874003,0.508075436,0.139238608,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.682575845,1.193710215,0.195910259,3.301075061,1.423041096,1.928570079,0.380160808,0.764174223,0.278469611,0.256969688,0.211571024,0.088591724,0.142351068,0.276983926,0.144880762,0.042410829,25.4,56.8
S090-60,S090,0.880171918,0.508075436,0.139238608,0.160986231,0.427780924,0.575635542,0.522280369,0.039345423,0.678534798,1.181765914,0.195515784,3.301075061,1.44027506,1.928570079,0.381496692,0.769263168,0.279217954,0.256969688,0.211571024,0.088591724,0.142351068,0.277724935,0.144647631,0.042410829,25.4,56.8
S090-61,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.427780924,0.575635542,0.522280369,0.039345423,0.682575845,1.193710215,0.195515784,3.39345521,1.423041096,1.960072987,0.380160808,0.764174223,0.278469611,0.256326799,0.211571024,0.088591724,0.143033456,0.277724935,0.144647631,0.04244735,25.4,56.8
S090-62,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.0393122,0.678534798,1.193710215,0.195515784,3.301075061,1.406207956,1.928570079,0.380160808,0.764174223,0.278469611,0.256969688,0.211571024,0.088487672,0.142577899,0.276983926,0.144880762,0.042374332,25.4,56.8
S090-63,S090,0.880171918,0.508075436,0.13902071,0.160986231,0.427780924,0.575635542,0.522280369,0.039345423,0.678534798,1.193710215,0.195515784,3.301075061,1.406207956,1.898051648,0.381496692,0.764174223,0.279217954,0.256326799,0.211571024,0.088591724,0.143033456,0.279217954,0.145348968,0.042410829,25.4,56.8
S090-64,S090,0.886874003,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039345423,0.686663627,1.181765914,0.195515784,3.301075061,1.406207956,1.960072987,0.381496692,0.764174223,0.278469611,0.257615506,0.211118568,0.088487672,0.143033456,0.279217954,0.145348968,0.042410829,25.4,56.8
S090-65,S090,0.880171918,0.508075436,0.13902071,0.16070671,0.427780924,0.575635542,0.522280369,0.039411969,0.678534798,1.181765914,0.195515784,3.301075061,1.423041096,1.960072987,0.380160808,0.764174223,0.279217954,0.256969688,0.212025228,0.088695972,0.143033456,0.279217954,0.145348968,0.04244735,25.4,56.8
S090-66,S090,0.886874003,0.508075436,0.13902071,0.160986231,0.427780924,0.575635542,0.522280369,0.039345423,0.678534798,1.181765914,0.195515784,3.39345521,1.423041096,1.960072987,0.381496692,0.764174223,0.278469611,0.256969688,0.211571024,0.088591724,0.143033456,0.279217954,0.145114557,0.04244735,25.4,56.8
S090-67,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.429450274,0.578577922,0.52472186,0.039378671,0.678534798,1.193710215,0.195515784,3.301075061,1.44027506,1.960072987,0.380160808,0.769263168,0.279217954,0.256969688,0.211571024,0.088695972,0.143721455,0.279970013,0.145114557,0.042483896,25.4,56.8
S090-68,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.429450274,0.578577922,0.52472186,0.039378671,0.678534798,1.181765914,0.195910259,3.301075061,1.423041096,1.992608779,0.381496692,0.764174223,0.279217954,0.256969688,0.211571024,0.088591724,0.143491499,0.279217954,0.145348968,0.042483896,25.4,56.8
S090-69,S090,0.886874003,0.508075436,0.139238608,0.160986231,0.429450274,0.578577922,0.52472186,0.039378671,0.682575845,1.193710215,0.195910259,3.301075061,1.423041096,1.898051648,0.381496692,0.759150127,0.279217954,0.256969688,0.212481154,0.088800393,0.143033456,0.279217954,0.145114557,0.042483896,25.4,56.8
