ID,Label,MQ2_1,MQ4_1,MQ6_1,MQ9_1,MQ135_1,MQ136_1,MQ137_1,MQ138_1,MQ2_2,MQ4_2,MQ6_2,MQ9_2,MQ135_2,MQ136_2,MQ137_2,MQ138_2,MQ2_3,MQ4_3,MQ6_3,MQ9_3,MQ135_3,MQ136_3,MQ137_3,MQ138_3,Temperature,Humidity
S100-27,S100,0.952495721,0.651470138,0.175184107,0.226964548,0.595785734,0.739742613,0.703016591,0.055183959,0.81361007,1.443657792,0.246978864,4.665446903,1.598226381,2.343677431,0.550259362,1.183952417,0.241489476,0.368688296,0.300725903,0.109117128,0.220785954,0.345517693,0.216939519,0.061024008,24.8,59.3
S100-28,S100,0.952495721,0.651470138,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055183959,0.817479343,1.432085264,0.246978864,4.665446903,1.584124202,2.343677431,0.548427949,1.191936614,0.241489476,0.367812622,0.301947385,0.109231694,0.221141393,0.347084756,0.216939519,0.060972312,24.8,59.3
S100-29,S100,0.952495721,0.651470138,0.174943649,0.226964548,0.595785734,0.739742613,0.703016591,0.055229749,0.817479343,1.420692167,0.246548928,4.550737861,1.598226381,2.343677431,0.550259362,1.191936614,0.241489476,0.367812622,0.301335534,0.109117128,0.220785954,0.347084756,0.216595517,0.060972312,24.8,59.3
S100-30,S100,0.952495721,0.651470138,0.175184107,0.226964548,0.595785734,0.739742613,0.703016591,0.055229749,0.809775712,1.432085264,0.246978864,4.665446903,1.570263122,2.37420695,0.550259362,1.200025822,0.241489476,0.367812622,0.301335534,0.109231694,0.220431493,0.346299644,0.216595517,0.060920653,24.8,59.2
S100-31,S100,0.952495721,0.651470138,0.175184107,0.226964548,0.595785734,0.739742613,0.703016591,0.055275613,0.81361007,1.432085264,0.246548928,4.665446903,1.584124202,2.343677431,0.550259362,1.191936614,0.241489476,0.367812622,0.301335534,0.109002749,0.221141393,0.346299644,0.216595517,0.060920653,24.8,59.2
S100-32,S100,0.952495721,0.651470138,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055229749,0.81361007,1.432085264,0.246548928,4.665446903,1.584124202,2.343677431,0.548427949,1.168291189,0.241489476,0.36694071,0.300725903,0.108888558,0.220431493,0.346299644,0.216595517,0.06086907,24.8,59.1
S100-33,S100,0.952495721,0.651470138,0.175184107,0.22659293,0.595785734,0.739742613,0.703016591,0.055229749,0.81361007,1.443657792,0.246548928,4.550737861,1.584124202,2.343677431,0.550259362,1.183952417,0.241075945,0.368688296,0.301335534,0.109117128,0.221141393,0.347873104,0.216595517,0.060817524,24.8,59.1
S100-34,S100,0.952495721,0.651470138,0.175184107,0.22659293,0.595785734,0.739742613,0.703016591,0.055229749,0.81361007,1.432085264,0.246548928,4.665446903,1.556636932,2.284879858,0.548427949,1.183952417,0.241489476,0.367812622,0.301335534,0.109002749,0.220785954,0.346299644,0.216252419,0.060766054,24.9,59.1
S100-35,S100,0.952495721,0.651470138,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055183959,0.817479343,1.443657792,0.246548928,4.550737861,1.598226381,2.343677431,0.548427949,1.176071311,0.241075945,0.367812622,0.301335534,0.109002749,0.220431493,0.347084756,0.216252419,0.06086907,24.9,59.1
S100-36,S100,0.952495721,0.648955199,0.174703717,0.226222366,0.595785734,0.739742613,0.703016591,0.05513817,0.81361007,1.432085264,0.246548928,4.665446903,1.598226381,2.343677431,0.548427949,1.176071311,0.240663692,0.367812622,0.300725903,0.109002749,0.219023243,0.345517693,0.216252419,0.060817524,24.9,59.1
S100-37,S100,0.952495721,0.651470138,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055183959,0.809775712,1.420692167,0.246548928,4.665446903,1.584124202,2.405529443,0.548427949,1.191936614,0.241075945,0.367812622,0.300725903,0.109002749,0.218673597,0.346299644,0.216252419,0.060817524,24.9,59.1
S100-38,S100,0.952495721,0.648955199,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055183959,0.81361007,1.420692167,0.246548928,4.665446903,1.598226381,2.343677431,0.550259362,1.183952417,0.241489476,0.367812622,0.300725903,0.109002749,0.220785954,0.347084756,0.216252419,0.06086907,24.9,59.1
S100-39,S100,0.952495721,0.651470138,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055183959,0.81361007,1.432085264,0.246978864,4.665446903,1.584124202,2.37420695,0.550259362,1.183952417,0.240663692,0.367812622,0.300118454,0.108888558,0.218324893,0.347084756,0.216939519,0.06086907,24.9,59.1
S100-40,S100,0.952495721,0.651470138,0.174943649,0.226222366,0.593660171,0.736543584,0.703016591,0.05513817,0.809775712,1.432085264,0.246548928,4.550737861,1.584124202,2.313911165,0.548427949,1.176071311,0.240663692,0.36694071,0.300725903,0.108774556,0.219023243,0.345517693,0.216252419,0.060714621,24.9,59.2
S100-41,S100,0.952495721,0.651470138,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055183959,0.81361007,1.432085264,0.246978864,4.786038471,1.584124202,2.343677431,0.548427949,1.183952417,0.241489476,0.36694071,0.300118454,0.109002749,0.21972543,0.346299644,0.216252419,0.060766054,24.9,59.2
S100-42,S100,0.952495721,0.648955199,0.175184107,0.22659293,0.595785734,0.739742613,0.703016591,0.055183959,0.805975705,1.432085264,0.246548928,4.665446903,1.584124202,2.37420695,0.550259362,1.183952417,0.241075945,0.367812622,0.300118454,0.109002749,0.219373866,0.345517693,0.215910261,0.060714621,24.9,59.2
S100-43,S100,0.952495721,0.651470138,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055229749,0.81361007,1.432085264,0.246548928,4.665446903,1.584124202,2.343677431,0.548427949,1.183952417,0.241075945,0.367812622,0.300725903,0.108888558,0.220785954,0.346299644,0.215910261,0.060766054,24.9,59.2
S100-44,S100,0.952495721,0.648955199,0.174943649,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.809775712,1.432085264,0.246548928,4.665446903,1.570263122,2.343677431,0.546607898,1.176071311,0.240663692,0.36694071,0.300118454,0.108774556,0.221497811,0.345517693,0.215910261,0.060714621,24.9,59.1
S100-45,S100,0.952495721,0.648955199,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055229749,0.81361007,1.432085264,0.246548928,4.665446903,1.584124202,2.343677431,0.548427949,1.168291189,0.240663692,0.36694071,0.300725903,0.108888558,0.218673597,0.346299644,0.216252419,0.060766054,24.9,59.1
S100-46,S100,0.952495721,0.651470138,0.175184107,0.22659293,0.595785734,0.739742613,0.703016591,0.055229749,0.81361007,1.432085264,0.246978864,4.550737861,1.584124202,2.313911165,0.546607898,1.191936614,0.241075945,0.36694071,0.29951315,0.108660704,0.219023243,0.346299644,0.216252419,0.060817524,24.9,59.2
S100-47,S100,0.952495721,0.651470138,0.175184107,0.22659293,0.595785734,0.739742613,0.703016591,0.055183959,0.81361007,1.432085264,0.247410079,4.550737861,1.570263122,2.343677431,0.550259362,1.183952417,0.240663692,0.36694071,0.300118454,0.108774556,0.219023243,0.345517693,0.216252419,0.060817524,24.9,59.2
S100-48,S100,0.952495721,0.648955199,0.174943649,0.226222366,0.593660171,0.739742613,0.703016591,0.05513817,0.809775712,1.420692167,0.246548928,4.550737861,1.584124202,2.313911165,0.546607898,1.183952417,0.240663692,0.36607256,0.300118454,0.108660704,0.218673597,0.345517693,0.215910261,0.060714621,25,59.4
S100-49,S100,0.952495721,0.648955199,0.175184107,0.22659293,0.593660171,0.739742613,0.703016591,0.055229749,0.81361007,1.432085264,0.246978864,4.665446903,1.570263122,2.313911165,0.548427949,1.168291189,0.241075945,0.36607256,0.300118454,0.108660704,0.218324893,0.344738977,0.215910261,0.060817524,25,59.4
S100-50,S100,0.952495721,0.648955199,0.174943649,0.226222366,0.595785734,0.739742613,0.703016591,0.055229749,0.81361007,1.409474326,0.246978864,4.665446903,1.584124202,2.284879858,0.548427949,1.183952417,0.240663692,0.36607256,0.300118454,0.108774556,0.217977129,0.346299644,0.215569043,0.060817524,25,59.6
S100-51,S100,0.952495721,0.651470138,0.174943649,0.226222366,0.595785734,0.739742613,0.703016591,0.055229749,0.81361007,1.420692167,0.246978864,4.665446903,1.584124202,2.343677431,0.550259362,1.183952417,0.240252606,0.36694071,0.300118454,0.108660704,0.217977129,0.346299644,0.216595517,0.060766054,25,59.6
S100-52,S100,0.952495721,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.703016591,0.05513817,0.809775712,1.432085264,0.246548928,4.665446903,1.584124202,2.343677431,0.546607898,1.183952417,0.240252606,0.36607256,0.29951315,0.108660704,0.217284461,0.345517693,0.215569043,0.060714621,25,59.6
S100-53,S100,0.952495721,0.651470138,0.174943649,0.226222366,0.595785734,0.739742613,0.703016591,0.055183959,0.81361007,1.432085264,0.246548928,4.550737861,1.570263122,2.343677431,0.546607898,1.176071311,0.240663692,0.36694071,0.300118454,0.108660704,0.217630343,0.345517693,0.215910261,0.060766054,25,59.6
S100-54,S100,0.947311845,0.648955199,0.174943649,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.81361007,1.420692167,0.246978864,4.550737861,1.584124202,2.343677431,0.548427949,1.183952417,0.240663692,0.36607256,0.298910066,0.108660704,0.217630343,0.344738977,0.215910261,0.060714621,25,59.6
S100-55,S100,0.952495721,0.648955199,0.174943649,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.81361007,1.420692167,0.246548928,4.665446903,1.570263122,2.37420695,0.548427949,1.183952417,0.240252606,0.36694071,0.29951315,0.10854704,0.216252419,0.345517693,0.215910261,0.060714621,25,59.6
S100-56,S100,0.947311845,0.648955199,0.174703717,0.225852817,0.593660171,0.739742613,0.703016591,0.05513817,0.809775712,1.420692167,0.246548928,4.665446903,1.570263122,2.313911165,0.548427949,1.176071311,0.239842762,0.36607256,0.29951315,0.108433564,0.216252419,0.345517693,0.215910261,0.060663226,25,59.5
S100-57,S100,0.952495721,0.648955199,0.174943649,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.809775712,1.420692167,0.246548928,4.665446903,1.584124202,2.313911165,0.550259362,1.183952417,0.240663692,0.36607256,0.29951315,0.10854704,0.215228729,0.345517693,0.215910261,0.060714621,25,59.5
S100-58,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.81361007,1.432085264,0.246548928,4.665446903,1.584124202,2.343677431,0.548427949,1.183952417,0.240252606,0.36694071,0.29951315,0.108433564,0.212206573,0.346299644,0.215569043,0.060611906,25,59.4
S100-59,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.809775712,1.409474326,0.246548928,4.665446903,1.570263122,2.343677431,0.546607898,1.183952417,0.240252606,0.36607256,0.300118454,0.10854704,0.211544795,0.347084756,0.215910261,0.060766054,25,59.4
S100-60,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.700112125,0.05513817,0.81361007,1.432085264,0.246548928,4.550737861,1.584124202,2.343677431,0.548427949,1.183952417,0.240252606,0.365208098,0.298910066,0.108320239,0.214550847,0.345517693,0.215910261,0.060611906,25,59.4
S100-61,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.700112125,0.055183959,0.81361007,1.420692167,0.246548928,4.665446903,1.584124202,2.284879858,0.548427949,1.176071311,0.240252606,0.36607256,0.29951315,0.108320239,0.211875251,0.345517693,0.215569043,0.060663226,25,59.4
S100-62,S100,0.952495721,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.809775712,1.432085264,0.246978864,4.665446903,1.598226381,2.343677431,0.548427949,1.183952417,0.240252606,0.365208098,0.298910066,0.108433564,0.210231622,0.345517693,0.215569043,0.060663226,25,59.4
S100-63,S100,0.947311845,0.648955199,0.174943649,0.226222366,0.593660171,0.739742613,0.703016591,0.055229749,0.809775712,1.432085264,0.246978864,4.665446903,1.584124202,2.37420695,0.548427949,1.183952417,0.240663692,0.36694071,0.298910066,0.108320239,0.211215203,0.345517693,0.215569043,0.060663226,25,59.4
S100-64,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.700112125,0.05513817,0.81361007,1.432085264,0.246548928,4.665446903,1.584124202,2.313911165,0.548427949,1.176071311,0.240252606,0.36607256,0.298910066,0.108207102,0.210886477,0.345517693,0.215569043,0.060611906,25,59.4
S100-65,S100,0.947311845,0.648955199,0.174943649,0.22659293,0.593660171,0.739742613,0.703016591,0.055183959,0.809775712,1.432085264,0.246978864,4.665446903,1.612575941,2.313911165,0.546607898,1.168291189,0.240252606,0.36607256,0.298910066,0.108320239,0.210886477,0.345517693,0.215569043,0.060663226,25,59.4
S100-66,S100,0.952495721,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.81361007,1.432085264,0.246548928,4.550737861,1.570263122,2.313911165,0.546607898,1.191936614,0.240663692,0.36694071,0.29951315,0.108207102,0.206373937,0.346299644,0.215569043,0.060611906,25,59.7
S100-67,S100,0.947311845,0.648955199,0.174943649,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.809775712,1.398427789,0.246978864,4.550737861,1.584124202,2.313911165,0.548427949,1.183952417,0.240252606,0.36607256,0.298910066,0.108320239,0.211544795,0.344738977,0.215569043,0.060611906,25,59.7
S100-68,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.700112125,0.055183959,0.809775712,1.420692167,0.246978864,4.665446903,1.584124202,2.343677431,0.546607898,1.183952417,0.240252606,0.36607256,0.298910066,0.108094153,0.207966623,0.345517693,0.215569043,0.060560624,25,60
S100-69,S100,0.952495721,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.809775712,1.432085264,0.246978864,4.786038471,1.584124202,2.313911165,0.548427949,1.176071311,0.240252606,0.365208098,0.298910066,0.108207102,0.20732708,0.344738977,0.215569043,0.060611906,25,60
S100-70,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.81361007,1.432085264,0.246548928,4.550737861,1.570263122,2.343677431,0.546607898,1.191936614,0.239842762,0.365208098,0.298910066,0.108207102,0.20700855,0.345517693,0.215569043,0.060560624,25,60
S100-71,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.809775712,1.432085264,0.246548928,4.786038471,1.584124202,2.343677431,0.548427949,1.176071311,0.240252606,0.36607256,0.298910066,0.108094153,0.205428206,0.345517693,0.215569043,0.060663226,25,60
S100-72,S100,0.947311845,0.648955199,0.174464349,0.225852817,0.593660171,0.739742613,0.700112125,0.05513817,0.809775712,1.432085264,0.246978864,4.665446903,1.570263122,2.313911165,0.546607898,1.176071311,0.240252606,0.365208098,0.298309089,0.108094153,0.203868178,0.344738977,0.215569043,0.060560624,25,60
S100-73,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.81361007,1.409474326,0.246978864,4.665446903,1.584124202,2.313911165,0.546607898,1.191936614,0.240252606,0.36607256,0.298910066,0.108207102,0.203868178,0.344738977,0.215228729,0.060611906,25,60
S100-74,S100,0.952495721,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.81361007,1.420692167,0.246978864,4.665446903,1.584124202,2.313911165,0.546607898,1.183952417,0.240252606,0.365208098,0.298910066,0.108207102,0.203558565,0.345517693,0.215569043,0.060611906,25,59.9
S100-75,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.700112125,0.055183959,0.809775712,1.409474326,0.246978864,4.550737861,1.570263122,2.343677431,0.548427949,1.191936614,0.240663692,0.364347361,0.29951315,0.108207102,0.205428206,0.345517693,0.215569043,0.060611906,25,59.9
S100-76,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.700112125,0.055092456,0.809775712,1.420692167,0.246548928,4.665446903,1.570263122,2.343677431,0.546607898,1.183952417,0.239842762,0.364347361,0.298910066,0.107981355,0.20605789,0.345517693,0.214889318,0.060560624,25,59.9
S100-77,S100,0.947311845,0.648955199,0.174943649,0.226222366,0.593660171,0.739742613,0.703016591,0.055183959,0.809775712,1.420692167,0.246978864,4.665446903,1.570263122,2.313911165,0.548427949,1.176071311,0.240252606,0.365208098,0.298910066,0.108207102,0.20732708,0.344738977,0.215228729,0.060560624,25,59.9
S100-78,S100,0.947311845,0.648955199,0.174943649,0.22659293,0.593660171,0.739742613,0.703016591,0.055183959,0.81361007,1.420692167,0.246978864,4.665446903,1.570263122,2.37420695,0.546607898,1.176071311,0.240252606,0.364347361,0.298309089,0.108207102,0.204178581,0.344738977,0.215228729,0.060611906,25,59.7
S100-79,S100,0.947311845,0.648955199,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055183959,0.81361007,1.420692167,0.247410079,4.665446903,1.584124202,2.313911165,0.544799134,1.176071311,0.240252606,0.365208098,0.298309089,0.108207102,0.205742634,0.345517693,0.215228729,0.060611906,25,59.7
S100-80,S100,0.947311845,0.648955199,0.174703717,0.226222366,0.593660171,0.739742613,0.700112125,0.05513817,0.809775712,1.420692167,0.246548928,4.665446903,1.570263122,2.313911165,0.546607898,1.183952417,0.239434121,0.365208098,0.298309089,0.108094153,0.203868178,0.345517693,0.214889318,0.060509417,25,59.7
S100-81,S100,0.947311845,0.648955199,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055183959,0.809775712,1.409474326,0.247410079,4.665446903,1.584124202,2.343677431,0.546607898,1.183952417,0.240252606,0.365208098,0.298910066,0.108207102,0.200807457,0.344738977,0.215228729,0.060611906,25,59.7
S100-82,S100,0.947311845,0.648955199,0.174943649,0.226222366,0.595785734,0.739742613,0.703016591,0.055183959,0.809775712,1.432085264,0.246548928,4.786038471,1.598226381,2.313911165,0.548427949,1.191936614,0.240252606,0.365208098,0.298309089,0.107981355,0.19960475,0.343190914,0.215228729,0.060611906,25,59.7
S100-83,S100,0.947311845,0.648955199,0.174943649,0.22659293,0.595785734,0.739742613,0.703016591,0.055229749,0.81361007,1.432085264,0.247410079,4.665446903,1.584124202,2.313911165,0.548427949,1.183952417,0.240252606,0.365208098,0.298309089,0.108094153,0.203558565,0.344738977,0.215228729,0.060611906,25,59.7
